16,16,16,16,16,16,16,12,6,12,16,16,16,16,16,16,16,16,16,16,16,16,8,1,7,10,16,16,16,16,16,16,16,16,16,16,16,12,1,13,16,16,16,16,16,16,16,16,16,16,16,16,16,4,8,16,16,16,16,16,16,16,16,16,16,16,16,16,14,0,14,16,16,16,16,16,16,16,16,16,16,16,16,16,8,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,4,16,16,14,5,10,16,16,16,16,16,16,16,16,16,14,1,4,4,0,6,15,16,16,16,16,16,16,16,16,16,16,14,9,9,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,16,12,12,13,16,16,16,16,16,16,16,16,16,16,16,13,2,1,1,0,5,16,16,16,16,16,16,16,16,16,14,1,7,16,15,14,2,9,16,16,16,16,16,16,16,16,4,6,16,16,16,16,11,1,15,16,16,16,16,16,16,9,2,15,16,16,16,16,16,4,7,16,16,16,16,16,16,2,10,16,16,16,16,16,16,11,2,16,16,16,16,16,14,0,15,16,16,16,16,16,16,12,1,16,16,16,16,16,11,2,16,16,16,16,16,16,16,10,4,16,16,16,16,16,10,3,16,16,16,16,16,16,16,4,8,16,16,16,16,16,11,2,16,16,16,16,16,16,13,1,14,16,16,16,16,16,14,0,15,16,16,16,16,16,3,7,16,16,16,16,16,16,16,2,10,16,16,16,16,7,2,15,16,16,16,16,16,16,16,9,2,15,16,15,5,1,13,16,16,16,16,16,16,16,16,16,5,1,4,1,4,14,16,16,16,16,16,16,16,16,16,16,16,11,9,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,9,2,1,10,16,16,16,16,16,16,16,16,16,16,16,5,2,10,7,1,10,16,16,16,16,16,16,16,16,16,6,3,15,16,16,12,1,13,16,16,16,16,16,16,16,11,1,14,16,16,16,16,6,6,16,16,16,16,16,16,16,3,9,16,16,16,16,16,12,1,16,16,16,16,16,16,14,0,15,16,16,16,16,16,16,1,12,16,16,16,16,16,10,3,16,16,16,16,16,16,16,4,10,16,16,16,16,16,9,5,16,16,16,16,16,16,16,4,9,16,16,16,16,16,9,4,16,16,16,16,16,16,16,1,12,16,16,16,16,16,12,2,16,16,16,16,16,16,10,2,16,16,16,16,16,16,16,1,12,16,16,16,16,15,2,9,16,16,16,16,16,16,16,7,5,16,16,16,16,5,4,16,16,16,16,16,16,16,16,14,1,11,16,14,4,3,15,16,16,16,16,16,16,16,16,16,10,1,1,0,6,15,16,16,16,16,16,16,16,16,16,16,16,15,12,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,16,13,11,15,16,16,16,16,16,16,16,16,16,16,16,16,8,1,1,4,15,16,16,16,16,16,16,16,16,16,16,10,1,13,10,4,1,12,16,16,16,16,16,16,16,16,14,1,11,16,16,16,9,2,16,16,16,16,16,16,16,16,7,5,16,16,16,16,16,1,13,16,16,16,16,16,16,16,1,12,16,16,16,16,16,3,10,16,16,16,16,16,16,13,1,16,16,16,16,16,16,5,9,16,16,16,16,16,16,11,3,16,16,16,16,16,16,6,7,16,16,16,16,16,16,11,3,16,16,16,16,16,16,7,7,16,16,16,16,16,16,11,3,16,16,16,16,16,16,5,8,16,16,16,16,16,16,11,2,16,16,16,16,16,13,1,13,16,16,16,16,16,16,14,0,15,16,16,16,14,2,7,16,16,16,16,16,16,16,16,3,9,16,16,14,3,5,16,16,16,16,16,16,16,16,16,12,1,7,7,1,7,16,16,16,16,16,16,16,16,16,16,16,12,6,6,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,4,9,8,12,16,16,16,16,16,16,16,16,16,16,11,1,7,9,9,1,15,16,16,16,16,16,16,16,16,15,1,10,16,16,16,2,10,16,16,16,16,16,16,16,16,10,3,16,16,16,16,7,7,16,16,16,16,16,16,16,16,5,8,16,16,16,16,9,5,16,16,16,16,16,16,16,16,2,12,16,16,16,16,9,5,16,16,16,16,16,16,16,15,0,14,16,16,16,16,6,7,16,16,16,16,16,16,16,14,0,16,16,16,16,16,1,12,16,16,16,16,16,16,16,14,0,16,16,16,16,12,1,16,16,16,16,16,16,16,16,15,0,15,16,16,16,5,7,16,16,16,16,16,16,16,16,16,1,12,16,16,12,0,14,16,16,16,16,16,16,16,16,16,7,3,12,10,1,9,16,16,16,16,16,16,16,16,16,16,15,6,1,3,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,12,4,9,13,16,16,16,16,16,16,16,16,16,16,16,11,1,5,6,1,8,16,16,16,16,16,16,16,16,16,14,1,11,16,16,13,1,10,16,16,16,16,16,16,16,16,5,6,16,16,16,16,11,1,16,16,16,16,16,16,16,13,0,14,16,16,16,16,16,2,11,16,16,16,16,16,16,8,5,16,16,16,16,16,16,5,8,16,16,16,16,16,16,4,9,16,16,16,16,16,16,5,8,16,16,16,16,16,16,2,11,16,16,16,16,16,16,4,10,16,16,16,16,16,16,3,11,16,16,16,16,16,16,1,13,16,16,16,16,16,16,4,9,16,16,16,16,16,11,2,16,16,16,16,16,16,16,7,6,16,16,16,16,15,2,9,16,16,16,16,16,16,16,12,1,15,16,16,11,2,5,16,16,16,16,16,16,16,16,16,5,2,5,2,1,9,16,16,16,16,16,16,16,16,16,16,16,11,9,11,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,16,13,7,11,16,16,16,16,16,16,16,16,16,16,16,16,10,1,3,1,3,14,16,16,16,16,16,16,16,16,16,10,1,11,16,16,5,4,16,16,16,16,16,16,16,16,13,1,11,16,16,16,15,0,14,16,16,16,16,16,16,16,4,7,16,16,16,16,16,4,9,16,16,16,16,16,16,13,1,15,16,16,16,16,16,8,6,16,16,16,16,16,16,7,5,16,16,16,16,16,16,8,6,16,16,16,16,16,16,4,10,16,16,16,16,16,16,5,9,16,16,16,16,16,16,1,13,16,16,16,16,16,16,3,11,16,16,16,16,16,15,0,14,16,16,16,16,16,16,0,13,16,16,16,16,16,15,0,15,16,16,16,16,16,12,1,16,16,16,16,16,16,16,2,10,16,16,16,16,12,2,8,16,16,16,16,16,16,16,10,1,11,13,10,5,0,8,16,16,16,16,16,16,16,16,16,9,2,1,3,8,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,16,16,14,13,16,16,16,16,16,16,16,16,16,16,16,16,14,3,0,1,8,16,16,16,16,16,16,16,16,16,16,15,2,6,14,12,1,9,16,16,16,16,16,16,16,16,16,5,5,16,16,16,12,1,15,16,16,16,16,16,16,16,12,1,15,16,16,16,16,2,12,16,16,16,16,16,16,16,6,7,16,16,16,16,16,3,11,16,16,16,16,16,16,16,1,12,16,16,16,16,16,2,12,16,16,16,16,16,16,13,1,16,16,16,16,16,16,1,13,16,16,16,16,16,16,10,3,16,16,16,16,16,15,0,14,16,16,16,16,16,16,8,5,16,16,16,16,16,11,2,16,16,16,16,16,16,16,8,5,16,16,16,16,16,4,7,16,16,16,16,16,16,16,11,1,15,16,16,16,6,2,15,16,16,16,16,16,16,16,16,4,3,10,9,3,2,14,16,16,16,16,16,16,16,16,16,15,8,4,4,8,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,16,11,6,10,15,16,16,16,16,16,16,16,16,16,16,14,3,1,3,2,2,14,16,16,16,16,16,16,16,16,14,1,6,15,16,16,6,1,14,16,16,16,16,16,16,16,3,7,16,16,16,16,16,5,7,16,16,16,16,16,16,12,1,15,16,16,16,16,16,11,3,16,16,16,16,16,16,6,7,16,16,16,16,16,16,13,0,16,16,16,16,16,16,2,12,16,16,16,16,16,16,14,0,15,16,16,16,16,15,0,14,16,16,16,16,16,16,15,0,15,16,16,16,16,15,0,14,16,16,16,16,16,16,14,0,16,16,16,16,16,16,1,12,16,16,16,16,16,16,12,1,16,16,16,16,16,16,4,9,16,16,16,16,16,16,5,6,16,16,16,16,16,16,9,3,16,16,16,16,15,6,2,15,16,16,16,16,16,16,16,3,5,14,14,9,2,3,14,16,16,16,16,16,16,16,16,14,5,0,0,3,10,16,16,16,16,16,16,16,16,16,16,16,16,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,14,2,3,16,16,16,16,16,16,16,16,16,16,16,16,15,2,7,14,16,16,16,16,16,16,16,16,16,16,16,16,6,4,16,16,16,16,16,16,16,16,16,16,16,16,16,12,1,14,16,16,16,16,16,16,16,16,16,16,16,16,16,5,7,16,16,16,16,16,16,16,16,16,16,16,16,16,15,1,13,16,16,16,16,16,16,16,16,16,16,16,16,16,11,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,0,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,3,11,12,7,15,16,16,16,16,16,16,16,16,16,16,16,8,2,1,6,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0
